,run,timestep,task_type,block_movement,sensory_state,surprisal
170,14,11,catch,-1,10,0.9444616088408514
171,14,11,catch,-1,11,1.791759469228055
172,14,11,catch,1,00,1.6376087894007967
173,14,11,catch,1,01,0.8109302162163288
174,14,11,catch,1,10,1.791759469228055
175,14,11,catch,1,11,1.6376087894007967
176,14,12,avoid,-1,00,0.6931471805599453
177,14,12,avoid,-1,01,1.6376087894007967
178,14,12,avoid,-1,10,1.9740810260220096
179,14,12,avoid,-1,11,1.791759469228055
180,14,12,avoid,1,00,0.6931471805599453
181,14,12,avoid,1,01,1.9740810260220096
182,14,12,avoid,1,10,1.791759469228055
183,14,12,avoid,1,11,1.6376087894007967
184,14,12,catch,-1,00,1.5040773967762742
185,14,12,catch,-1,01,1.9740810260220096
186,14,12,catch,-1,10,0.8109302162163288
187,14,12,catch,-1,11,1.6376087894007967
188,14,12,catch,1,00,1.9740810260220096
189,14,12,catch,1,01,0.6931471805599453
190,14,12,catch,1,10,1.791759469228055
191,14,12,catch,1,11,1.6376087894007967
192,14,13,avoid,-1,00,0.750305594399894
193,14,13,avoid,-1,01,1.791759469228055
194,14,13,avoid,-1,10,1.9740810260220096
195,14,13,avoid,-1,11,1.5040773967762742
196,14,13,avoid,1,00,0.6931471805599453
197,14,13,avoid,1,01,1.9740810260220096
198,14,13,avoid,1,10,1.9740810260220096
199,14,13,avoid,1,11,1.5040773967762742
200,14,13,catch,-1,00,1.791759469228055
201,14,13,catch,-1,01,1.791759469228055
202,14,13,catch,-1,10,0.6931471805599453
203,14,13,catch,-1,11,1.791759469228055
204,14,13,catch,1,00,2.4849066497880004
205,14,13,catch,1,01,0.587786664902119
206,14,13,catch,1,10,1.6376087894007967
207,14,13,catch,1,11,1.791759469228055
208,14,14,avoid,-1,00,0.8109302162163288
209,14,14,avoid,-1,01,1.791759469228055
210,14,14,avoid,-1,10,1.791759469228055
211,14,14,avoid,-1,11,1.5040773967762742
212,14,14,avoid,1,00,0.6931471805599453
213,14,14,avoid,1,01,1.9740810260220096
214,14,14,avoid,1,10,1.791759469228055
215,14,14,avoid,1,11,1.6376087894007967
216,14,14,catch,-1,00,2.1972245773362196
217,14,14,catch,-1,01,1.9740810260220096
218,14,14,catch,-1,10,0.587786664902119
219,14,14,catch,-1,11,1.6376087894007967
220,14,14,catch,1,00,3.58351893845611
221,14,14,catch,1,01,0.49247648509779407
222,14,14,catch,1,10,1.9740810260220096
223,14,14,catch,1,11,1.5040773967762742
224,14,15,avoid,-1,00,0.8754687373538999
225,14,15,avoid,-1,01,1.791759469228055
226,14,15,avoid,-1,10,1.6376087894007967
227,14,15,avoid,-1,11,1.5040773967762742
228,14,15,avoid,1,00,0.587786664902119
229,14,15,avoid,1,01,1.6376087894007967
230,14,15,avoid,1,10,2.1972245773362196
231,14,15,avoid,1,11,1.9740810260220096
232,14,15,catch,-1,00,2.890371757896165
233,14,15,catch,-1,01,1.9740810260220096
234,14,15,catch,-1,10,0.49247648509779407
235,14,15,catch,-1,11,1.6376087894007967
236,14,15,catch,1,00,3.58351893845611
237,14,15,catch,1,01,0.325422400434628
238,14,15,catch,1,10,2.1972245773362196
239,14,15,catch,1,11,1.9740810260220096
240,14,16,avoid,-1,00,0.8109302162163288
241,14,16,avoid,-1,01,1.9740810260220096
242,14,16,avoid,-1,10,1.3862943611198906
243,14,16,avoid,-1,11,1.791759469228055
244,14,16,avoid,1,00,0.49247648509779407
245,14,16,avoid,1,01,1.6376087894007967
246,14,16,avoid,1,10,2.890371757896165
247,14,16,avoid,1,11,1.9740810260220096
248,14,16,catch,-1,00,3.58351893845611
249,14,16,catch,-1,01,2.1972245773362196
250,14,16,catch,-1,10,0.325422400434628
251,14,16,catch,-1,11,1.9740810260220096
252,14,16,catch,1,00,3.58351893845611
253,14,16,catch,1,01,0.25131442828090605
254,14,16,catch,1,10,2.890371757896165
255,14,16,catch,1,11,1.9740810260220096
256,14,17,avoid,-1,00,0.6931471805599453
257,14,17,avoid,-1,01,2.4849066497880004
258,14,17,avoid,-1,10,1.6376087894007967
259,14,17,avoid,-1,11,1.5040773967762742
260,14,17,avoid,1,00,0.325422400434628
261,14,17,avoid,1,01,2.4849066497880004
262,14,17,avoid,1,10,3.58351893845611
263,14,17,avoid,1,11,1.791759469228055
264,14,17,catch,-1,00,3.58351893845611
265,14,17,catch,-1,01,2.890371757896165
266,14,17,catch,-1,10,0.2876820724517809
267,14,17,catch,-1,11,1.791759469228055
268,14,17,catch,1,00,3.58351893845611
269,14,17,catch,1,01,0.25131442828090605
270,14,17,catch,1,10,3.58351893845611
271,14,17,catch,1,11,1.791759469228055
272,14,18,avoid,-1,00,0.49247648509779407
273,14,18,avoid,-1,01,2.890371757896165
274,14,18,avoid,-1,10,1.791759469228055
275,14,18,avoid,-1,11,1.791759469228055
276,14,18,avoid,1,00,0.25131442828090605
277,14,18,avoid,1,01,1.9740810260220096
278,14,18,avoid,1,10,3.58351893845611
279,14,18,avoid,1,11,2.890371757896165
280,14,18,catch,-1,00,3.58351893845611
281,14,18,catch,-1,01,3.58351893845611
282,14,18,catch,-1,10,0.1823215567939546
283,14,18,catch,-1,11,2.1972245773362196
284,14,18,catch,1,00,3.58351893845611
285,14,18,catch,1,01,0.1495317339709637
286,14,18,catch,1,10,3.58351893845611
287,14,18,catch,1,11,2.4849066497880004
288,14,19,avoid,-1,00,0.49247648509779407
289,14,19,avoid,-1,01,2.890371757896165
290,14,19,avoid,-1,10,1.5040773967762742
291,14,19,avoid,-1,11,2.1972245773362196
292,14,19,avoid,1,00,0.25131442828090605
293,14,19,avoid,1,01,1.9740810260220096
294,14,19,avoid,1,10,3.58351893845611
295,14,19,avoid,1,11,2.890371757896165
296,14,19,catch,-1,00,3.58351893845611
297,14,19,catch,-1,01,3.58351893845611
298,14,19,catch,-1,10,0.1823215567939546
299,14,19,catch,-1,11,2.1972245773362196
300,14,19,catch,1,00,3.58351893845611
301,14,19,catch,1,01,0.1495317339709637
302,14,19,catch,1,10,3.58351893845611
303,14,19,catch,1,11,2.4849066497880004
304,14,20,avoid,-1,00,0.3646431135879093
305,14,20,avoid,-1,01,2.890371757896165
306,14,20,avoid,-1,10,1.6376087894007967
307,14,20,avoid,-1,11,2.890371757896165
308,14,20,avoid,1,00,0.11778303565638351
309,14,20,avoid,1,01,2.890371757896165
310,14,20,avoid,1,10,3.58351893845611
311,14,20,avoid,1,11,3.58351893845611
312,14,20,catch,-1,00,3.58351893845611
313,14,20,catch,-1,01,3.58351893845611
314,14,20,catch,-1,10,0.1495317339709637
315,14,20,catch,-1,11,2.4849066497880004
316,14,20,catch,1,00,3.58351893845611
317,14,20,catch,1,01,0.08701137698962981
318,14,20,catch,1,10,3.58351893845611
319,14,20,catch,1,11,3.58351893845611
320,14,21,avoid,-1,00,0.2876820724517809
321,14,21,avoid,-1,01,2.890371757896165
322,14,21,avoid,-1,10,1.9740810260220096
323,14,21,avoid,-1,11,2.890371757896165
324,14,21,avoid,1,00,0.11778303565638351
325,14,21,avoid,1,01,2.890371757896165
326,14,21,avoid,1,10,3.58351893845611
327,14,21,avoid,1,11,3.58351893845611
328,14,21,catch,-1,00,3.58351893845611
329,14,21,catch,-1,01,3.58351893845611
330,14,21,catch,-1,10,0.11778303565638351
331,14,21,catch,-1,11,2.890371757896165
332,14,21,catch,1,00,3.58351893845611
333,14,21,catch,1,01,0.08701137698962981
334,14,21,catch,1,10,3.58351893845611
335,14,21,catch,1,11,3.58351893845611
336,14,22,avoid,-1,00,0.21622310846963594
337,14,22,avoid,-1,01,2.890371757896165
338,14,22,avoid,-1,10,2.4849066497880004
339,14,22,avoid,-1,11,2.890371757896165
340,14,22,avoid,1,00,0.08701137698962981
341,14,22,avoid,1,01,3.58351893845611
342,14,22,avoid,1,10,3.58351893845611
343,14,22,avoid,1,11,3.58351893845611
344,14,22,catch,-1,00,3.58351893845611
345,14,22,catch,-1,01,3.58351893845611
346,14,22,catch,-1,10,0.08701137698962981
347,14,22,catch,-1,11,3.58351893845611
348,14,22,catch,1,00,3.58351893845611
349,14,22,catch,1,01,0.08701137698962981
350,14,22,catch,1,10,3.58351893845611
351,14,22,catch,1,11,3.58351893845611
352,14,23,avoid,-1,00,0.25131442828090605
353,14,23,avoid,-1,01,2.4849066497880004
354,14,23,avoid,-1,10,2.4849066497880004
355,14,23,avoid,-1,11,2.890371757896165
356,14,23,avoid,1,00,0.08701137698962981
357,14,23,avoid,1,01,3.58351893845611
358,14,23,avoid,1,10,3.58351893845611
359,14,23,avoid,1,11,3.58351893845611
360,14,23,catch,-1,00,3.58351893845611
361,14,23,catch,-1,01,3.58351893845611
362,14,23,catch,-1,10,0.08701137698962981
363,14,23,catch,-1,11,3.58351893845611
364,14,23,catch,1,00,3.58351893845611
365,14,23,catch,1,01,0.08701137698962981
366,14,23,catch,1,10,3.58351893845611
367,14,23,catch,1,11,3.58351893845611
368,14,24,avoid,-1,00,0.21622310846963594
369,14,24,avoid,-1,01,3.58351893845611
370,14,24,avoid,-1,10,2.4849066497880004
371,14,24,avoid,-1,11,2.4849066497880004
372,14,24,avoid,1,00,0.08701137698962981
373,14,24,avoid,1,01,3.58351893845611
374,14,24,avoid,1,10,3.58351893845611
375,14,24,avoid,1,11,3.58351893845611
376,14,24,catch,-1,00,3.58351893845611
377,14,24,catch,-1,01,3.58351893845611
378,14,24,catch,-1,10,0.08701137698962981
379,14,24,catch,-1,11,3.58351893845611
380,14,24,catch,1,00,3.58351893845611
381,14,24,catch,1,01,0.08701137698962981
382,14,24,catch,1,10,3.58351893845611
383,14,24,catch,1,11,3.58351893845611
384,14,25,avoid,-1,00,0.21622310846963594
385,14,25,avoid,-1,01,2.890371757896165
386,14,25,avoid,-1,10,2.1972245773362196
387,14,25,avoid,-1,11,3.58351893845611
388,14,25,avoid,1,00,0.08701137698962981
389,14,25,avoid,1,01,3.58351893845611
390,14,25,avoid,1,10,3.58351893845611
391,14,25,avoid,1,11,3.58351893845611
392,14,25,catch,-1,00,3.58351893845611
393,14,25,catch,-1,01,3.58351893845611
394,14,25,catch,-1,10,0.08701137698962981
395,14,25,catch,-1,11,3.58351893845611
396,14,25,catch,1,00,3.58351893845611
397,14,25,catch,1,01,0.08701137698962981
398,14,25,catch,1,10,3.58351893845611
399,14,25,catch,1,11,3.58351893845611
400,14,26,avoid,-1,00,0.21622310846963594
401,14,26,avoid,-1,01,2.890371757896165
402,14,26,avoid,-1,10,2.4849066497880004
403,14,26,avoid,-1,11,2.890371757896165
404,14,26,avoid,1,00,0.08701137698962981
405,14,26,avoid,1,01,3.58351893845611
406,14,26,avoid,1,10,3.58351893845611
407,14,26,avoid,1,11,3.58351893845611
408,14,26,catch,-1,00,3.58351893845611
409,14,26,catch,-1,01,3.58351893845611
410,14,26,catch,-1,10,0.08701137698962981
411,14,26,catch,-1,11,3.58351893845611
412,14,26,catch,1,00,3.58351893845611
413,14,26,catch,1,01,0.08701137698962981
414,14,26,catch,1,10,3.58351893845611
415,14,26,catch,1,11,3.58351893845611
416,14,27,avoid,-1,00,0.1823215567939546
417,14,27,avoid,-1,01,2.890371757896165
418,14,27,avoid,-1,10,2.890371757896165
419,14,27,avoid,-1,11,2.890371757896165
420,14,27,avoid,1,00,0.08701137698962981
421,14,27,avoid,1,01,3.58351893845611
422,14,27,avoid,1,10,3.58351893845611
423,14,27,avoid,1,11,3.58351893845611
424,14,27,catch,-1,00,3.58351893845611
425,14,27,catch,-1,01,3.58351893845611
426,14,27,catch,-1,10,0.08701137698962981
427,14,27,catch,-1,11,3.58351893845611
428,14,27,catch,1,00,3.58351893845611
429,14,27,catch,1,01,0.08701137698962981
430,14,27,catch,1,10,3.58351893845611
431,14,27,catch,1,11,3.58351893845611
432,14,28,avoid,-1,00,0.1823215567939546
433,14,28,avoid,-1,01,3.58351893845611
434,14,28,avoid,-1,10,2.4849066497880004
435,14,28,avoid,-1,11,2.890371757896165
436,14,28,avoid,1,00,0.08701137698962981
437,14,28,avoid,1,01,3.58351893845611
438,14,28,avoid,1,10,3.58351893845611
439,14,28,avoid,1,11,3.58351893845611
440,14,28,catch,-1,00,3.58351893845611
441,14,28,catch,-1,01,3.58351893845611
442,14,28,catch,-1,10,0.08701137698962981
443,14,28,catch,-1,11,3.58351893845611
444,14,28,catch,1,00,3.58351893845611
445,14,28,catch,1,01,0.08701137698962981
446,14,28,catch,1,10,3.58351893845611
447,14,28,catch,1,11,3.58351893845611
448,14,29,avoid,-1,00,0.1495317339709637
449,14,29,avoid,-1,01,3.58351893845611
450,14,29,avoid,-1,10,2.4849066497880004
451,14,29,avoid,-1,11,3.58351893845611
452,14,29,avoid,1,00,0.08701137698962981
453,14,29,avoid,1,01,3.58351893845611
454,14,29,avoid,1,10,3.58351893845611
455,14,29,avoid,1,11,3.58351893845611
456,14,29,catch,-1,00,3.58351893845611
457,14,29,catch,-1,01,3.58351893845611
458,14,29,catch,-1,10,0.08701137698962981
459,14,29,catch,-1,11,3.58351893845611
460,14,29,catch,1,00,3.58351893845611
461,14,29,catch,1,01,0.08701137698962981
462,14,29,catch,1,10,3.58351893845611
463,14,29,catch,1,11,3.58351893845611
464,14,30,avoid,-1,00,0.11778303565638351
465,14,30,avoid,-1,01,3.58351893845611
466,14,30,avoid,-1,10,2.890371757896165
467,14,30,avoid,-1,11,3.58351893845611
468,14,30,avoid,1,00,0.08701137698962981
469,14,30,avoid,1,01,3.58351893845611
470,14,30,avoid,1,10,3.58351893845611
471,14,30,avoid,1,11,3.58351893845611
472,14,30,catch,-1,00,3.58351893845611
473,14,30,catch,-1,01,3.58351893845611
474,14,30,catch,-1,10,0.08701137698962981
475,14,30,catch,-1,11,3.58351893845611
476,14,30,catch,1,00,3.58351893845611
477,14,30,catch,1,01,0.08701137698962981
478,14,30,catch,1,10,3.58351893845611
479,14,30,catch,1,11,3.58351893845611
480,14,31,avoid,-1,00,0.08701137698962981
481,14,31,avoid,-1,01,3.58351893845611
482,14,31,avoid,-1,10,3.58351893845611
483,14,31,avoid,-1,11,3.58351893845611
484,14,31,avoid,1,00,0.08701137698962981
485,14,31,avoid,1,01,3.58351893845611
486,14,31,avoid,1,10,3.58351893845611
487,14,31,avoid,1,11,3.58351893845611
488,14,31,catch,-1,00,3.58351893845611
489,14,31,catch,-1,01,3.58351893845611
490,14,31,catch,-1,10,0.08701137698962981
491,14,31,catch,-1,11,3.58351893845611
492,14,31,catch,1,00,3.58351893845611
493,14,31,catch,1,01,0.08701137698962981
494,14,31,catch,1,10,3.58351893845611
495,14,31,catch,1,11,3.58351893845611
496,14,32,avoid,-1,00,0.08701137698962981
497,14,32,avoid,-1,01,3.58351893845611
498,14,32,avoid,-1,10,3.58351893845611
499,14,32,avoid,-1,11,3.58351893845611
500,14,32,avoid,1,00,0.08701137698962981
501,14,32,avoid,1,01,3.58351893845611
502,14,32,avoid,1,10,3.58351893845611
503,14,32,avoid,1,11,3.58351893845611
504,14,32,catch,-1,00,3.58351893845611
505,14,32,catch,-1,01,3.58351893845611
506,14,32,catch,-1,10,0.08701137698962981
507,14,32,catch,-1,11,3.58351893845611
508,14,32,catch,1,00,3.58351893845611
509,14,32,catch,1,01,0.08701137698962981
510,14,32,catch,1,10,3.58351893845611
511,14,32,catch,1,11,3.58351893845611
512,14,33,avoid,-1,00,0.08701137698962981
513,14,33,avoid,-1,01,3.58351893845611
514,14,33,avoid,-1,10,3.58351893845611
515,14,33,avoid,-1,11,3.58351893845611
516,14,33,avoid,1,00,0.08701137698962981
517,14,33,avoid,1,01,3.58351893845611
518,14,33,avoid,1,10,3.58351893845611
519,14,33,avoid,1,11,3.58351893845611
520,14,33,catch,-1,00,3.58351893845611
521,14,33,catch,-1,01,3.58351893845611
522,14,33,catch,-1,10,0.08701137698962981
523,14,33,catch,-1,11,3.58351893845611
524,14,33,catch,1,00,3.58351893845611
525,14,33,catch,1,01,0.08701137698962981
526,14,33,catch,1,10,3.58351893845611
527,14,33,catch,1,11,3.58351893845611
528,29,1,avoid,-1,00,0.6931471805599453
529,29,1,avoid,-1,01,1.6376087894007967
530,29,1,avoid,-1,10,2.4849066497880004
531,29,1,avoid,-1,11,1.5040773967762742
532,29,1,avoid,1,00,0.49247648509779407
533,29,1,avoid,1,01,1.6376087894007967
534,29,1,avoid,1,10,2.4849066497880004
535,29,1,avoid,1,11,2.1972245773362196
536,29,1,catch,-1,00,0.6931471805599453
537,29,1,catch,-1,01,1.6376087894007967
538,29,1,catch,-1,10,2.4849066497880004
539,29,1,catch,-1,11,1.5040773967762742
540,29,1,catch,1,00,0.49247648509779407
541,29,1,catch,1,01,1.791759469228055
542,29,1,catch,1,10,2.4849066497880004
543,29,1,catch,1,11,1.9740810260220096
544,29,2,avoid,-1,00,0.6931471805599453
545,29,2,avoid,-1,01,1.9740810260220096
546,29,2,avoid,-1,10,2.4849066497880004
547,29,2,avoid,-1,11,1.2809338454620642
548,29,2,avoid,1,00,0.40546510810816444
549,29,2,avoid,1,01,2.1972245773362196
550,29,2,avoid,1,10,2.4849066497880004
551,29,2,avoid,1,11,1.9740810260220096
552,29,2,catch,-1,00,0.6931471805599453
553,29,2,catch,-1,01,1.9740810260220096
554,29,2,catch,-1,10,2.1972245773362196
555,29,2,catch,-1,11,1.3862943611198906
556,29,2,catch,1,00,0.40546510810816444
557,29,2,catch,1,01,2.1972245773362196
558,29,2,catch,1,10,2.4849066497880004
559,29,2,catch,1,11,1.9740810260220096
560,29,3,avoid,-1,00,0.8109302162163288
561,29,3,avoid,-1,01,1.9740810260220096
562,29,3,avoid,-1,10,1.791759469228055
563,29,3,avoid,-1,11,1.3862943611198906
564,29,3,avoid,1,00,0.49247648509779407
565,29,3,avoid,1,01,1.791759469228055
566,29,3,avoid,1,10,1.9740810260220096
567,29,3,avoid,1,11,2.4849066497880004
568,29,3,catch,-1,00,0.8109302162163288
569,29,3,catch,-1,01,1.9740810260220096
570,29,3,catch,-1,10,1.5040773967762742
571,29,3,catch,-1,11,1.6376087894007967
572,29,3,catch,1,00,0.49247648509779407
573,29,3,catch,1,01,1.791759469228055
574,29,3,catch,1,10,1.9740810260220096
575,29,3,catch,1,11,2.4849066497880004
576,29,4,avoid,-1,00,0.8109302162163288
577,29,4,avoid,-1,01,1.6376087894007967
578,29,4,avoid,-1,10,1.3862943611198906
579,29,4,avoid,-1,11,2.1972245773362196
580,29,4,avoid,1,00,0.49247648509779407
581,29,4,avoid,1,01,1.791759469228055
582,29,4,avoid,1,10,1.9740810260220096
583,29,4,avoid,1,11,2.4849066497880004
584,29,4,catch,-1,00,0.750305594399894
585,29,4,catch,-1,01,1.6376087894007967
586,29,4,catch,-1,10,1.791759469228055
587,29,4,catch,-1,11,1.791759469228055
588,29,4,catch,1,00,0.49247648509779407
589,29,4,catch,1,01,2.1972245773362196
590,29,4,catch,1,10,1.9740810260220096
591,29,4,catch,1,11,1.9740810260220096
592,29,5,avoid,-1,00,0.750305594399894
593,29,5,avoid,-1,01,1.9740810260220096
594,29,5,avoid,-1,10,1.3862943611198906
595,29,5,avoid,-1,11,1.9740810260220096
596,29,5,avoid,1,00,0.5389965007326869
597,29,5,avoid,1,01,1.9740810260220096
598,29,5,avoid,1,10,1.6376087894007967
599,29,5,avoid,1,11,2.4849066497880004
600,29,5,catch,-1,00,0.750305594399894
601,29,5,catch,-1,01,1.9740810260220096
602,29,5,catch,-1,10,1.791759469228055
603,29,5,catch,-1,11,1.5040773967762742
604,29,5,catch,1,00,0.49247648509779407
605,29,5,catch,1,01,1.9740810260220096
606,29,5,catch,1,10,1.6376087894007967
607,29,5,catch,1,11,2.890371757896165
608,29,6,avoid,-1,00,0.587786664902119
609,29,6,avoid,-1,01,1.9740810260220096
610,29,6,avoid,-1,10,2.1972245773362196
611,29,6,avoid,-1,11,1.6376087894007967
612,29,6,avoid,1,00,0.5389965007326869
613,29,6,avoid,1,01,2.1972245773362196
614,29,6,avoid,1,10,1.3862943611198906
615,29,6,avoid,1,11,2.890371757896165
616,29,6,catch,-1,00,0.8109302162163288
